system:index,cloud_percentage,date_yyyymmdd,ee_image_id,hydrological_year,image_date,image_entry,mgrs_tile,product_name,product_status,product_type,spacecraft,system_index,visualization_method,ee_image_asset
3718,13.58186,20201206,20201206T105431_20201206T105440_T30SWG,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWG,30SWG,NDDI_20201206_20201206T105431_20201206T105440_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20201206T105431_20201206T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWG
3719,13.58186,20201206,20201206T105431_20201206T105440_T30SWG,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWG,30SWG,RF_Risk_Map_20201206_20201206T105431_20201206T105440_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201206T105431_20201206T105440_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWG
3720,2.472211,20201206,20201206T105431_20201206T105440_T30SXF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SXF,30SXF,NDVI_20201206_20201206T105431_20201206T105440_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201206T105431_20201206T105440_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SXF
3721,2.472211,20201206,20201206T105431_20201206T105440_T30SXF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SXF,30SXF,NDWI_20201206_20201206T105431_20201206T105440_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201206T105431_20201206T105440_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SXF
3722,2.472211,20201206,20201206T105431_20201206T105440_T30SXF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SXF,30SXF,NDDI_20201206_20201206T105431_20201206T105440_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201206T105431_20201206T105440_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SXF
3723,2.472211,20201206,20201206T105431_20201206T105440_T30SXF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SXF,30SXF,RF_Risk_Map_20201206_20201206T105431_20201206T105440_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201206T105431_20201206T105440_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SXF
3724,15.669847,20201206,20201206T105431_20201206T105440_T30SWF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWF,30SWF,NDVI_20201206_20201206T105431_20201206T105440_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201206T105431_20201206T105440_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWF
3725,15.669847,20201206,20201206T105431_20201206T105440_T30SWF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWF,30SWF,NDWI_20201206_20201206T105431_20201206T105440_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201206T105431_20201206T105440_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWF
3726,15.669847,20201206,20201206T105431_20201206T105440_T30SWF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWF,30SWF,NDDI_20201206_20201206T105431_20201206T105440_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201206T105431_20201206T105440_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWF
3727,15.669847,20201206,20201206T105431_20201206T105440_T30SWF,2020-2021,2020-12-06,2020-12-06 | 20201206T105431_20201206T105440_T30SWF,30SWF,RF_Risk_Map_20201206_20201206T105431_20201206T105440_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201206T105431_20201206T105440_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201206T105431_20201206T105440_T30SWF
3728,5.293152,20201209,20201209T110441_20201209T110444_T30SWG,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWG,30SWG,NDVI_20201209_20201209T110441_20201209T110444_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20201209T110441_20201209T110444_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWG
3729,5.293152,20201209,20201209T110441_20201209T110444_T30SWG,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWG,30SWG,NDWI_20201209_20201209T110441_20201209T110444_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20201209T110441_20201209T110444_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWG
3730,5.293152,20201209,20201209T110441_20201209T110444_T30SWG,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWG,30SWG,NDDI_20201209_20201209T110441_20201209T110444_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20201209T110441_20201209T110444_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWG
3731,5.293152,20201209,20201209T110441_20201209T110444_T30SWG,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWG,30SWG,RF_Risk_Map_20201209_20201209T110441_20201209T110444_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201209T110441_20201209T110444_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWG
3732,0.151324,20201209,20201209T110441_20201209T110444_T30SWF,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWF,30SWF,NDVI_20201209_20201209T110441_20201209T110444_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201209T110441_20201209T110444_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWF
3733,0.151324,20201209,20201209T110441_20201209T110444_T30SWF,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWF,30SWF,NDWI_20201209_20201209T110441_20201209T110444_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201209T110441_20201209T110444_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWF
3734,0.151324,20201209,20201209T110441_20201209T110444_T30SWF,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWF,30SWF,NDDI_20201209_20201209T110441_20201209T110444_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201209T110441_20201209T110444_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWF
3735,0.151324,20201209,20201209T110441_20201209T110444_T30SWF,2020-2021,2020-12-09,2020-12-09 | 20201209T110441_20201209T110444_T30SWF,30SWF,RF_Risk_Map_20201209_20201209T110441_20201209T110444_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201209T110441_20201209T110444_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201209T110441_20201209T110444_T30SWF
3736,1.15347,20201216,20201216T105441_20201216T105443_T30SXG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXG,30SXG,NDVI_20201216_20201216T105441_20201216T105443_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20201216T105441_20201216T105443_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXG
3737,1.15347,20201216,20201216T105441_20201216T105443_T30SXG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXG,30SXG,NDWI_20201216_20201216T105441_20201216T105443_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2A,20201216T105441_20201216T105443_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXG
3738,1.15347,20201216,20201216T105441_20201216T105443_T30SXG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXG,30SXG,NDDI_20201216_20201216T105441_20201216T105443_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2A,20201216T105441_20201216T105443_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXG
3739,1.15347,20201216,20201216T105441_20201216T105443_T30SXG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXG,30SXG,RF_Risk_Map_20201216_20201216T105441_20201216T105443_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201216T105441_20201216T105443_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXG
3740,0.029918,20201216,20201216T105441_20201216T105443_T30SWG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWG,30SWG,NDVI_20201216_20201216T105441_20201216T105443_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20201216T105441_20201216T105443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWG
3741,0.029918,20201216,20201216T105441_20201216T105443_T30SWG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWG,30SWG,NDWI_20201216_20201216T105441_20201216T105443_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20201216T105441_20201216T105443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWG
3742,0.029918,20201216,20201216T105441_20201216T105443_T30SWG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWG,30SWG,NDDI_20201216_20201216T105441_20201216T105443_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20201216T105441_20201216T105443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWG
3743,0.029918,20201216,20201216T105441_20201216T105443_T30SWG,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWG,30SWG,RF_Risk_Map_20201216_20201216T105441_20201216T105443_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201216T105441_20201216T105443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWG
3744,0.921862,20201216,20201216T105441_20201216T105443_T30SXF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXF,30SXF,NDVI_20201216_20201216T105441_20201216T105443_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201216T105441_20201216T105443_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXF
3745,0.921862,20201216,20201216T105441_20201216T105443_T30SXF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXF,30SXF,NDWI_20201216_20201216T105441_20201216T105443_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201216T105441_20201216T105443_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXF
3746,0.921862,20201216,20201216T105441_20201216T105443_T30SXF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXF,30SXF,NDDI_20201216_20201216T105441_20201216T105443_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201216T105441_20201216T105443_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXF
3747,0.921862,20201216,20201216T105441_20201216T105443_T30SXF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SXF,30SXF,RF_Risk_Map_20201216_20201216T105441_20201216T105443_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201216T105441_20201216T105443_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SXF
3748,0.37719,20201216,20201216T105441_20201216T105443_T30SWF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWF,30SWF,NDVI_20201216_20201216T105441_20201216T105443_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201216T105441_20201216T105443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWF
3749,0.37719,20201216,20201216T105441_20201216T105443_T30SWF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWF,30SWF,NDWI_20201216_20201216T105441_20201216T105443_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201216T105441_20201216T105443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWF
3750,0.37719,20201216,20201216T105441_20201216T105443_T30SWF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWF,30SWF,NDDI_20201216_20201216T105441_20201216T105443_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201216T105441_20201216T105443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWF
3751,0.37719,20201216,20201216T105441_20201216T105443_T30SWF,2020-2021,2020-12-16,2020-12-16 | 20201216T105441_20201216T105443_T30SWF,30SWF,RF_Risk_Map_20201216_20201216T105441_20201216T105443_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201216T105441_20201216T105443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201216T105441_20201216T105443_T30SWF
3752,18.235001,20201219,20201219T110451_20201219T110451_T30SWG,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWG,30SWG,NDVI_20201219_20201219T110451_20201219T110451_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2A,20201219T110451_20201219T110451_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWG
3753,18.235001,20201219,20201219T110451_20201219T110451_T30SWG,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWG,30SWG,NDWI_20201219_20201219T110451_20201219T110451_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2A,20201219T110451_20201219T110451_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWG
3754,18.235001,20201219,20201219T110451_20201219T110451_T30SWG,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWG,30SWG,NDDI_20201219_20201219T110451_20201219T110451_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2A,20201219T110451_20201219T110451_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWG
3755,18.235001,20201219,20201219T110451_20201219T110451_T30SWG,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWG,30SWG,RF_Risk_Map_20201219_20201219T110451_20201219T110451_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201219T110451_20201219T110451_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWG
3756,13.258928,20201219,20201219T110451_20201219T110451_T30SWF,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWF,30SWF,NDVI_20201219_20201219T110451_20201219T110451_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2A,20201219T110451_20201219T110451_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWF
3757,13.258928,20201219,20201219T110451_20201219T110451_T30SWF,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWF,30SWF,NDWI_20201219_20201219T110451_20201219T110451_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2A,20201219T110451_20201219T110451_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWF
3758,13.258928,20201219,20201219T110451_20201219T110451_T30SWF,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWF,30SWF,NDDI_20201219_20201219T110451_20201219T110451_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2A,20201219T110451_20201219T110451_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWF
3759,13.258928,20201219,20201219T110451_20201219T110451_T30SWF,2020-2021,2020-12-19,2020-12-19 | 20201219T110451_20201219T110451_T30SWF,30SWF,RF_Risk_Map_20201219_20201219T110451_20201219T110451_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2A,20201219T110451_20201219T110451_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201219T110451_20201219T110451_T30SWF
3760,2.403957,20201221,20201221T105349_20201221T105437_T30SXG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXG,30SXG,NDVI_20201221_20201221T105349_20201221T105437_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2B,20201221T105349_20201221T105437_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXG
3761,2.403957,20201221,20201221T105349_20201221T105437_T30SXG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXG,30SXG,NDWI_20201221_20201221T105349_20201221T105437_T30SXG,Indexed for Python dashboard,NDWI,Sentinel-2B,20201221T105349_20201221T105437_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXG
3762,2.403957,20201221,20201221T105349_20201221T105437_T30SXG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXG,30SXG,NDDI_20201221_20201221T105349_20201221T105437_T30SXG,Indexed for Python dashboard,NDDI,Sentinel-2B,20201221T105349_20201221T105437_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXG
3763,2.403957,20201221,20201221T105349_20201221T105437_T30SXG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXG,30SXG,RF_Risk_Map_20201221_20201221T105349_20201221T105437_T30SXG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20201221T105349_20201221T105437_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXG
3764,11.52751,20201221,20201221T105349_20201221T105437_T30SWG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SWG,30SWG,NDVI_20201221_20201221T105349_20201221T105437_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20201221T105349_20201221T105437_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SWG
3765,11.52751,20201221,20201221T105349_20201221T105437_T30SWG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SWG,30SWG,NDWI_20201221_20201221T105349_20201221T105437_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20201221T105349_20201221T105437_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SWG
3766,11.52751,20201221,20201221T105349_20201221T105437_T30SWG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SWG,30SWG,NDDI_20201221_20201221T105349_20201221T105437_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20201221T105349_20201221T105437_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SWG
3767,11.52751,20201221,20201221T105349_20201221T105437_T30SWG,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SWG,30SWG,RF_Risk_Map_20201221_20201221T105349_20201221T105437_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20201221T105349_20201221T105437_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SWG
3768,11.543352,20201221,20201221T105349_20201221T105437_T30SXF,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXF,30SXF,NDVI_20201221_20201221T105349_20201221T105437_T30SXF,Indexed for Python dashboard,NDVI,Sentinel-2B,20201221T105349_20201221T105437_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXF
3769,11.543352,20201221,20201221T105349_20201221T105437_T30SXF,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXF,30SXF,NDWI_20201221_20201221T105349_20201221T105437_T30SXF,Indexed for Python dashboard,NDWI,Sentinel-2B,20201221T105349_20201221T105437_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXF
3770,11.543352,20201221,20201221T105349_20201221T105437_T30SXF,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXF,30SXF,NDDI_20201221_20201221T105349_20201221T105437_T30SXF,Indexed for Python dashboard,NDDI,Sentinel-2B,20201221T105349_20201221T105437_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXF
3771,11.543352,20201221,20201221T105349_20201221T105437_T30SXF,2020-2021,2020-12-21,2020-12-21 | 20201221T105349_20201221T105437_T30SXF,30SXF,RF_Risk_Map_20201221_20201221T105349_20201221T105437_T30SXF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20201221T105349_20201221T105437_T30SXF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201221T105349_20201221T105437_T30SXF
3772,4.781299,20201224,20201224T110359_20201224T110443_T30SWG,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWG,30SWG,NDVI_20201224_20201224T110359_20201224T110443_T30SWG,Indexed for Python dashboard,NDVI,Sentinel-2B,20201224T110359_20201224T110443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWG
3773,4.781299,20201224,20201224T110359_20201224T110443_T30SWG,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWG,30SWG,NDWI_20201224_20201224T110359_20201224T110443_T30SWG,Indexed for Python dashboard,NDWI,Sentinel-2B,20201224T110359_20201224T110443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWG
3774,4.781299,20201224,20201224T110359_20201224T110443_T30SWG,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWG,30SWG,NDDI_20201224_20201224T110359_20201224T110443_T30SWG,Indexed for Python dashboard,NDDI,Sentinel-2B,20201224T110359_20201224T110443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWG
3775,4.781299,20201224,20201224T110359_20201224T110443_T30SWG,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWG,30SWG,RF_Risk_Map_20201224_20201224T110359_20201224T110443_T30SWG,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20201224T110359_20201224T110443_T30SWG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWG
3776,0.353789,20201224,20201224T110359_20201224T110443_T30SWF,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWF,30SWF,NDVI_20201224_20201224T110359_20201224T110443_T30SWF,Indexed for Python dashboard,NDVI,Sentinel-2B,20201224T110359_20201224T110443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWF
3777,0.353789,20201224,20201224T110359_20201224T110443_T30SWF,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWF,30SWF,NDWI_20201224_20201224T110359_20201224T110443_T30SWF,Indexed for Python dashboard,NDWI,Sentinel-2B,20201224T110359_20201224T110443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWF
3778,0.353789,20201224,20201224T110359_20201224T110443_T30SWF,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWF,30SWF,NDDI_20201224_20201224T110359_20201224T110443_T30SWF,Indexed for Python dashboard,NDDI,Sentinel-2B,20201224T110359_20201224T110443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWF
3779,0.353789,20201224,20201224T110359_20201224T110443_T30SWF,2020-2021,2020-12-24,2020-12-24 | 20201224T110359_20201224T110443_T30SWF,30SWF,RF_Risk_Map_20201224_20201224T110359_20201224T110443_T30SWF,Indexed for Python dashboard,RF Risk Map,Sentinel-2B,20201224T110359_20201224T110443_T30SWF,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201224T110359_20201224T110443_T30SWF
3780,0.893292,20201226,20201226T105451_20201226T105446_T30SXG,2020-2021,2020-12-26,2020-12-26 | 20201226T105451_20201226T105446_T30SXG,30SXG,NDVI_20201226_20201226T105451_20201226T105446_T30SXG,Indexed for Python dashboard,NDVI,Sentinel-2A,20201226T105451_20201226T105446_T30SXG,Displayed dynamically in Python/Streamlit dashboard,COPERNICUS/S2_SR_HARMONIZED/20201226T105451_20201226T105446_T30SXG
